city,region,magnitude,url,place,date,intensity,significance,tsunami,latitude,longitude,depth_km
Kermadec Islands ,Kermadec Islands ,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp00006zm,Kermadec Islands region,1974-07-02,,798,0,-29.082,-175.954,33.0
South Indian Ocean,South Indian Ocean,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00006wc,South Indian Ocean,1974-06-25,,670,0,-26.09,84.28,33.0
Southwest Indian Ridge,Southwest Indian Ridge,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00006sz,Southwest Indian Ridge,1974-06-19,,670,0,-33.416,56.875,33.0
Xunchang,China,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000069p,"72 km WSW of Xunchang, China",1974-05-10,7.445,711,0,28.243,104.015,11.0
Shimoda,Japan,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000694,"25 km SW of Shimoda, Japan",1974-05-08,7.82,650,0,34.522,138.74,2.0
Gizo,Solomon Islands,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00005jh,"111 km NW of Gizo, Solomon Islands",1974-03-09,5.296,670,0,-7.335,156.193,33.0
Gizo,Solomon Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00005jg,"100 km NW of Gizo, Solomon Islands",1974-03-09,4.964,650,0,-7.484,156.179,50.0
Akutan,Alaska,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp000056v,"81 km ESE of Akutan, Alaska",1974-02-06,,650,0,53.799,-164.672,2.0
Panguna,Papua New Guinea,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp000053r,"118 km S of Panguna, Papua New Guinea",1974-02-01,6.201,776,0,-7.383,155.575,40.0
Gizo,Solomon Islands,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp000053h,"126 km NW of Gizo, Solomon Islands",1974-01-31,5.876,754,0,-7.461,155.894,34.0
Port Olry,Vanuatu,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp00004vu,"70 km NNW of Port-Olry, Vanuatu",1974-01-10,6.209,798,0,-14.434,166.863,34.0
Luganville,Vanuatu,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00004r4,"56 km W of Luganville, Vanuatu",1973-12-30,6.734,670,0,-15.506,166.639,10.0
Port Olry,Vanuatu,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp00004py,"20 km WSW of Port-Olry, Vanuatu",1973-12-29,6.742,798,0,-15.117,166.896,47.0
Port Olry,Vanuatu,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00004p9,"81 km NW of Port-Olry, Vanuatu",1973-12-28,6.747,865,0,-14.464,166.601,26.0
Isangel,Vanuatu,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp00004ga,"64 km SE of Isangel, Vanuatu",1973-12-09,6.6,711,0,-19.912,169.751,39.0
Novaya Zemlya,Russia,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00003ya,"Novaya Zemlya, Russia",1973-10-27,,732,0,70.779,54.177,0.0
the South Sandwich Islands,the South Sandwich Islands,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp00003qs,east of the South Sandwich Islands,1973-10-06,,754,0,-60.823,-21.549,33.0
La Ligua,Chile,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp00003pg,"24 km WSW of La Ligua, Chile",1973-10-05,6.688,691,0,-32.518,-71.478,33.0
Valparaiso,Chile,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00003pf,"27 km WNW of Valparaíso, Chile",1973-10-05,6.469,650,0,-32.987,-71.916,14.0
Ungsang nodongjagu,North Korea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00003kr,"61 km SSE of Ungsang-nodongjagu, North Korea",1973-09-29,,650,0,41.891,130.871,575.0
Novaya Zemlya,Russia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp00003dp,"Novaya Zemlya, Russia",1973-09-12,,711,0,73.302,55.161,0.0
central Mid Atlantic Ridge,central Mid Atlantic Ridge,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000038s,central Mid-Atlantic Ridge,1973-08-28,,711,0,-0.189,-18.027,33.0
San Felipe Tilpam,Mexico,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000038k,"8 km N of San Felipe Tílpam, Mexico",1973-08-28,6.272,711,0,18.267,-96.598,84.0
western Xizang,western Xizang,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/usp00002q7,western Xizang,1973-07-14,6.86,732,0,35.178,86.481,33.0
Samar,Philippines,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00002h1,"Samar, Philippines",1973-07-03,6.103,650,0,12.205,125.33,33.0
Pelican,Alaska,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp00002g9,"66 km WSW of Pelican, Alaska",1973-07-01,5.663,691,0,57.84,-137.33,33.0
Shikotan,Russia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp00002dx,"70 km S of Shikotan, Russia",1973-06-26,5.294,670,0,43.175,146.56,50.0
Shikotan,Russia,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/usp00002bv,"58 km SSW of Shikotan, Russia",1973-06-24,6.31,776,0,43.318,146.442,50.0
Nemuro,Japan,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp0000270,"19 km ESE of Nemuro, Japan",1973-06-17,6.92,912,0,43.233,145.785,48.0
Pizarro,Colombia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00001hw,"86 km W of Pizarro, Colombia",1973-04-24,4.342,650,0,4.956,-78.144,50.0
La Fortuna,Costa Rica,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00001d9,"26 km NNW of La Fortuna, Costa Rica",1973-04-14,6.402,650,0,10.679,-84.759,33.0
the South Sandwich Islands,the South Sandwich Islands,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/usp000019y,east of the South Sandwich Islands,1973-04-07,,691,0,-58.302,-13.394,33.0
Nicobar Islands,India ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/usp000019p,"Nicobar Islands, India region",1973-04-07,,670,0,6.966,91.384,33.0
Tobelo,Indonesia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00000zj,"162 km WNW of Tobelo, Indonesia",1973-03-18,,650,0,2.033,126.58,33.0
San Andres,Philippines,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/usp00000z7,"13 km ENE of San Andres, Philippines",1973-03-17,6.052,754,0,13.372,122.787,33.0
Severo Kuril sk,Russia,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/usp00000rx,"38 km ESE of Severo-Kuril’sk, Russia",1973-02-28,6.613,798,0,50.486,156.584,27.0
Kangding,China,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/usp00000dz,"203 km NW of Kangding, China",1973-02-06,8.616,842,0,31.398,100.581,33.0
Aguililla,Mexico,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/usp00000bf,"35 km SW of Aguililla, Mexico",1973-01-30,7.641,865,0,18.481,-102.996,43.0
Kandrian,Papua New Guinea,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/usp000006k,"88 km SE of Kandrian, Papua New Guinea",1973-01-18,5.327,711,0,-6.868,149.993,43.0
South Sandwich Islands ,South Sandwich Islands ,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem766534,South Sandwich Islands region,1972-12-22,,650,0,-55.532,-28.344,17.3
Tateyama,Japan,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem765618,"200 km SSE of Tateyama, Japan",1972-12-04,6.196,842,0,33.362,140.827,55.0
Pondaguitan,Philippines,8.0,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem765501,"51 km E of Pondaguitan, Philippines",1972-12-02,6.805,985,0,6.405,126.64,60.0
El Carrizal,Mexico,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem767301,"63 km SE of El Carrizal, Mexico",1972-11-13,5.042,670,0,15.612,-95.036,15.0
Isangel,Vanuatu,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem766936,"73 km SSW of Isangel, Vanuatu",1972-11-02,5.39,754,0,-20.122,168.949,20.0
La Cruz de Loreto,Mexico,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem768538,"191 km SW of La Cruz de Loreto, Mexico",1972-10-20,,691,0,18.827,-106.788,20.0
Tual,Indonesia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem769882,"195 km WSW of Tual, Indonesia",1972-09-24,,711,0,-6.305,131.116,35.0
Lixouri,Greece,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem769484,"19 km NW of Lixoúri, Greece",1972-09-17,6.63,650,0,38.347,20.307,15.0
Lata,Solomon Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgemsup769047,"129 km SSE of Lata, Solomon Islands",1972-09-04,,650,0,-11.772,166.319,67.0
Angoram,Papua New Guinea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem771107,"113 km ENE of Angoram, Papua New Guinea",1972-08-30,5.142,650,0,-3.513,144.934,15.0
Kokopo,Papua New Guinea,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem770672,"202 km SSE of Kokopo, Papua New Guinea",1972-08-17,5.032,865,0,-6.05,152.932,20.0
Severo Kuril sk,Russia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem770242,"170 km S of Severo-Kuril’sk, Russia",1972-08-04,,670,0,49.149,155.928,45.0
Sitka,Alaska,7.61,https://earthquake.usgs.gov/earthquakes/eventpage/ushis3196,"33 km SW of Sitka, Alaska",1972-07-30,6.952,891,0,56.82,-135.685,25.0
Port McNeill,Canada,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem771830,"181 km WSW of Port McNeill, Canada",1972-07-23,,650,0,50.078,-129.51,15.0
Celebes Sea,Celebes Sea,7.7,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem772416,Celebes Sea,1972-06-11,4.672,912,0,3.752,124.221,330.8
Ovalle,Chile,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem772340,"50 km WNW of Ovalle, Chile",1972-06-08,6.437,691,0,-30.466,-71.699,45.0
Neiafu,Tonga,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem773729,"151 km NW of Neiafu, Tonga",1972-05-22,,776,0,-17.76,-175.066,222.1
Dicamay,Philippines,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem773701,"30 km SE of Dicamay, Philippines",1972-05-22,6.359,732,0,16.552,122.189,35.0
Kokopo,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem773172,"39 km ENE of Kokopo, Papua New Guinea",1972-05-05,6.481,670,0,-4.255,152.618,30.0
Norsup,Vanuatu,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem773128,"18 km NE of Norsup, Vanuatu",1972-05-04,6.504,732,0,-15.963,167.538,51.0
Panguna,Papua New Guinea,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem774887,"192 km NW of Panguna, Papua New Guinea",1972-04-28,3.998,798,0,-5.154,154.191,409.9
Mindoro,Philippines,7.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem774772,"Mindoro, Philippines",1972-04-25,6.857,865,0,13.402,120.275,25.0
Hualien City,Taiwan,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem774714,"46 km S of Hualien City, Taiwan",1972-04-24,6.578,754,0,23.564,121.539,22.2
central Mid Atlantic Ridge,central Mid Atlantic Ridge,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem774329,central Mid-Atlantic Ridge,1972-04-11,,670,0,0.922,-28.28,10.0
F r z b d,Iran,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem774291,"51 km SSE of F?r?z?b?d, Iran",1972-04-10,9.165,670,0,28.415,52.765,10.0
Metinaro,Timor Leste,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem774129,"123 km N of Metinaro, Timor Leste",1972-04-04,3.645,711,0,-7.432,125.544,390.0
Sola,Vanuatu,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem774059,"168 km WNW of Sola, Vanuatu",1972-04-02,,691,0,-13.102,166.214,10.0
the Fiji Islands,the Fiji Islands,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem775781,south of the Fiji Islands,1972-03-30,,798,0,-25.758,179.665,495.8
Kavieng,Papua New Guinea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem775684,"129 km SSW of Kavieng, Papua New Guinea",1972-03-25,,650,0,-3.557,150.166,30.0
Severo Kuril sk,Russia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem775574,"260 km SW of Severo-Kuril’sk, Russia",1972-03-22,,711,0,49.019,153.582,138.9
Kermadec Islands ,Kermadec Islands ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem775192,Kermadec Islands region,1972-03-07,,670,0,-28.277,-178.169,200.0
Tateyama,Japan,7.2,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem776553,"195 km SSE of Tateyama, Japan",1972-02-29,5.716,798,0,33.453,140.929,59.8
Lata,Solomon Islands,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem776200,"102 km SE of Lata, Solomon Islands",1972-02-14,7.08,842,0,-11.481,166.339,101.8
Levuka,Fiji,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem777263,"294 km SE of Levuka, Fiji",1972-01-26,,650,0,-20.113,-178.892,643.0
Hualien City,Taiwan,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem777209,"103 km SSE of Hualien City, Taiwan",1972-01-25,5.548,776,0,23.107,121.974,25.0
Taiwan ,Taiwan ,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem777208,Taiwan region,1972-01-25,5.337,820,0,22.632,122.269,25.0
Sola,Vanuatu,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem777164,"142 km WNW of Sola, Vanuatu",1972-01-23,6.239,754,0,-13.248,166.407,35.0
Madang,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem777043,"112 km WNW of Madang, Papua New Guinea",1972-01-19,6.658,670,0,-4.718,144.905,20.0
Madang,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem777013,"99 km WNW of Madang, Papua New Guinea",1972-01-18,6.552,670,0,-4.866,144.966,25.7
Hengchun,Taiwan,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem776783,"123 km SSW of Hengchun, Taiwan",1972-01-08,,691,0,20.981,120.28,25.0
Hengchun,Taiwan,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem776670,"153 km ENE of Hengchun, Taiwan",1972-01-04,5.317,732,0,22.638,122.067,28.0
Lautoka,Fiji,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem776618,"278 km WNW of Lautoka, Fiji",1972-01-01,,711,0,-17.021,174.903,10.0
Ust  Kamchatsk Staryy,Russia,7.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem777750,"57 km ESE of Ust’-Kamchatsk Staryy, Russia",1971-12-15,6.767,889,0,55.959,163.269,27.5
Panguna,Papua New Guinea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem777661,"102 km W of Panguna, Papua New Guinea",1971-12-11,5.383,650,0,-6.151,154.577,55.0
the Kuril Islands,the Kuril Islands,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem777414,east of the Kuril Islands,1971-12-02,,670,0,44.889,153.314,20.0
Petropavlovsk Kamchatsky,Russia,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem778805,"45 km SE of Petropavlovsk-Kamchatsky, Russia",1971-11-24,6.938,820,0,52.803,159.199,125.0
Lata,Solomon Islands,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem778697,"150 km SSE of Lata, Solomon Islands",1971-11-21,6.775,776,0,-11.857,166.557,113.1
the Fiji Islands,the Fiji Islands,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem778677,south of the Fiji Islands,1971-11-20,,650,0,-23.449,-179.857,543.1
Sola,Vanuatu,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem779742,"133 km WNW of Sola, Vanuatu",1971-10-28,,691,0,-13.384,166.429,35.0
Luganville,Vanuatu,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem779689,"11 km SE of Luganville, Vanuatu",1971-10-27,6.183,711,0,-15.582,167.246,45.0
Merizo Village,Guam,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem779569,"287 km WSW of Merizo Village, Guam",1971-10-24,,650,0,11.929,142.405,25.0
Merizo Village,Guam,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem779563,"276 km WSW of Merizo Village, Guam",1971-10-23,,670,0,11.909,142.531,21.6
Bouvet Island ,Bouvet Island ,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem779325,Bouvet Island region,1971-10-14,,670,0,-54.276,2.317,10.0
Panguna,Papua New Guinea,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem779023,"155 km WNW of Panguna, Papua New Guinea",1971-10-04,5.238,711,0,-5.931,154.136,45.0
Vanuatu ,Vanuatu ,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem779005,Vanuatu region,1971-10-03,,691,0,-14.571,171.68,10.0
Bahia de Lobos,Mexico,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem780731,"70 km SSW of Bahía de Lobos, Mexico",1971-09-30,5.731,650,0,26.816,-110.834,15.0
Shebunino,Russia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem780665,"55 km W of Shebunino, Russia",1971-09-27,6.079,670,0,46.347,141.144,18.4
Lae,Papua New Guinea,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/iscgemsup780585,"45 km WNW of Lae, Papua New Guinea",1971-09-25,6.367,711,0,-6.516,146.636,110.8
Tual,Indonesia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/iscgemsup780358,"240 km W of Tual, Indonesia",1971-09-16,5.433,754,0,-5.912,130.603,131.0
Sakhalin,Russia,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem780102,"Sakhalin, Russia",1971-09-08,6.086,650,0,46.264,141.07,20.0
Shebunino,Russia,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem780077,"52 km W of Shebunino, Russia",1971-09-08,6.029,711,0,46.399,141.18,17.5
Sakhalin,Russia,7.3,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem779972,"Sakhalin, Russia",1971-09-05,6.006,820,0,46.505,141.199,18.1
Madang,Papua New Guinea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem781503,"138 km N of Madang, Papua New Guinea",1971-08-23,5.127,650,0,-3.974,145.924,10.0
Alo,Wallis and Futuna,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem781235,"138 km S of Alo, Wallis and Futuna",1971-08-14,,650,0,-15.547,-178.289,25.0
Alo,Wallis and Futuna,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem781234,"161 km S of Alo, Wallis and Futuna",1971-08-14,,670,0,-15.751,-178.376,25.0
Panguna,Papua New Guinea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem781078,"138 km WNW of Panguna, Papua New Guinea",1971-08-09,5.354,650,0,-5.964,154.282,64.5
central Mid Atlantic Ridge,central Mid Atlantic Ridge,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem780929,central Mid-Atlantic Ridge,1971-08-05,,732,0,-0.773,-22.082,20.0
Shizunai furukawach ,Japan,7.1,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem780829,"134 km SE of Shizunai-furukawach?, Japan",1971-08-02,5.853,776,0,41.415,143.416,54.8
Kokopo,Papua New Guinea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem782888,"108 km SE of Kokopo, Papua New Guinea",1971-07-28,5.423,650,0,-5.127,152.864,24.5
Kokopo,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem782874,"124 km SSE of Kokopo, Papua New Guinea",1971-07-27,5.001,670,0,-5.283,152.88,40.0
Sucua,Ecuador,7.4,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem782797,"103 km ESE of Sucúa, Ecuador",1971-07-27,6.805,842,0,-2.839,-77.322,120.0
Kokopo,Papua New Guinea,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/iscgemsup782694,"85 km S of Kokopo, Papua New Guinea",1971-07-26,6.18,754,0,-5.116,152.282,40.0
Kokopo,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgemsup782691,"103 km S of Kokopo, Papua New Guinea",1971-07-26,5.829,670,0,-5.275,152.235,40.0
Kokopo,Papua New Guinea,8.1,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem782684,"113 km ESE of Kokopo, Papua New Guinea",1971-07-26,7.445,1009,0,-4.817,153.172,40.0
Panguna,Papua New Guinea,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem782440,"189 km WNW of Panguna, Papua New Guinea",1971-07-19,5.072,754,0,-5.754,153.868,35.0
Kokopo,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem782428,"127 km ESE of Kokopo, Papua New Guinea",1971-07-18,5.608,670,0,-4.869,153.288,47.5
Kokopo,Papua New Guinea,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem782236,"143 km SE of Kokopo, Papua New Guinea",1971-07-14,4.933,650,0,-5.203,153.232,40.0
Panguna,Papua New Guinea,8.0,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem782181,"201 km WNW of Panguna, Papua New Guinea",1971-07-14,6.403,985,0,-5.524,153.85,40.0
La Ligua,Chile,7.8,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem782010,"21 km SE of La Ligua, Chile",1971-07-09,8.462,936,0,-32.601,-71.076,60.3
Attu Station,Alaska,6.8,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem783358,"230 km SE of Attu Station, Alaska",1971-06-11,,711,0,51.595,175.868,25.0
Sabana Grande de Palenque,Dominican Republic,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem783356,"52 km SE of Sabana Grande de Palenque, Dominican Republic",1971-06-11,4.991,650,0,17.907,-69.825,35.0
Bingol,Turkey,6.9,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem784837,"14 km ENE of Bingöl, Turkey",1971-05-22,7.624,732,0,38.934,40.653,10.0
Myaundzha,Russia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem784704,"117 km NNW of Myaundzha, Russia",1971-05-18,7.672,754,0,63.952,145.965,10.0
Palora,Ecuador,6.7,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem784648,"34 km E of Palora, Ecuador",1971-05-17,4.845,691,0,-1.671,-77.66,171.6
southern Pacific Ocean,southern Pacific Ocean,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem784250,southern Pacific Ocean,1971-05-09,,670,0,-39.811,-104.833,15.0
Adak,Alaska,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem784013,"71 km SW of Adak, Alaska",1971-05-02,6.584,754,0,51.396,-177.318,24.2
Bengkulu,Indonesia,7.0,https://earthquake.usgs.gov/earthquakes/eventpage/iscgemsup785445,"58 km S of Bengkulu, Indonesia",1971-04-08,6.807,754,0,-4.33,102.285,75.0
Tobelo,Indonesia,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem785417,"149 km NE of Tobelo, Indonesia",1971-04-07,5.23,670,0,2.514,129.106,31.3
southern East Pacific Rise,southern East Pacific Rise,6.5,https://earthquake.usgs.gov/earthquakes/eventpage/iscgem785314,southern East Pacific Rise,1971-04-04,,650,0,-56.344,-122.622,15.0
Goroka,Papua New Guinea,6.6,https://earthquake.usgs.gov/earthquakes/eventpage/iscgemsup786345,"34 km N of Goroka, Papua New Guinea",1971-03-13,5.659,670,0,-5.775,145.393,111.0
